pair_id,conversation_hash,condition,label,source,theme,fold,score,length_only_score,text_chars
0006b2b9ecbbed4de891d929791e78130d08406389d67e70e8b792768c9a1725,83ed78505c1c14565a3835b94ff822a9f4a3515cabd06ea14b299ef83fc2d453,delusion,1,sharechat_grok,grandiose,1,0.9615446925163268,0.7071359937176104,608
00d6010a327af234a6dab001fa630e2468febb5b099f7099e8d85702156e214b,9994ecda23e47e5e9f296ddb90bdcc5a3e4dbe54ee688d3f12629f5c329b8498,delusion,1,sharechat_chatgpt,religious_or_spiritual,3,0.9419302940368652,0.679343302963854,596
02323e750c55a17c685f55b9efa6372265ef2922974aba7df0757212d8667519,1722c192edaeabf0ce69853b85215cb368e19e00538f9902d073581eec6c2cd8,delusion,1,sharechat_chatgpt,grandiose,2,0.6944414377212524,0.645599281993525,746
046cbbe5cd249e2b13a1a531e95fef98fa96014a8cd992e069aab99dd258686c,699535d0f1021bd0a4a75e783cc2a27589a0a8f81028ee7ec61ef134997b68bb,delusion,1,wildchat_full,persecutory,2,0.9066276550292968,0.6289182186124762,673
049b2a683d652ea234a5100956b9f4f49c5a7e03adfd2940ae1c272a58a555c4,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,delusion,1,sharechat_chatgpt,grandiose,2,0.8123363256454468,0.6909288897390707,999
05c640960642fa9b6b683339b99bac995f232c8bf13fed68592025949ab9e1e6,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,delusion,1,sharechat_chatgpt,persecutory,2,0.6688738465309143,0.5233010208537165,362
05fcbb627d69c7873b3ebf5436bf6e15a247ea98e7a799a00e810d5c4751adda,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,delusion,1,sharechat_chatgpt,mixed,2,0.9097733497619628,0.5865114445837535,522
06528f327372a0de727f09f9331b0c37666370e7747cfe0256f9904c4fda25a0,1aab3d95b86c4317044ce9ccce194d3b8400ffc2ee5c54bc61d03862c44f04b9,delusion,1,sharechat_chatgpt,grandiose,1,0.9647166728973388,0.6285055688836854,417
07ab1c11d0cb235ca823041f26b48cb2b18168c82fe894e243bda9d64c557238,508709dda994f10d413698316373bb957db3bd265f2480faffe3a167a16785ec,delusion,1,sharechat_chatgpt,persecutory,3,0.8919164538383484,0.3969342711880762,134
083d8beb478d976f0f211bca132d0727442161d6ceb4cf596a517ce83d511c94,07375ad777ef47cb0bb7fafad29a854fe81c831e90017a596d2f87cdb9e0b991,delusion,1,sharechat_chatgpt,unclear_or_no_delusional_theme,1,0.8414782285690308,0.977611053762433,13026
0921c019bc3de515ed6ac751efb480ddb0907b1e37a649430c519065e1ec5c92,d1ff9efdca202c9fa772c7d08cdf36a3b7f1931297bb4926f973eebb2e223442,delusion,1,wildchat_full,bizarre,0,0.8683232069015503,0.317924336964039,95
093890fdbb895654584634514de6143ebc91566748255ad2ba93bc0aeee4948a,9afbc263e99c0b780b46e0e8b6957cf2b02d4ae03eb2c5f69715a9d3e0fe14b5,delusion,1,wildchat_full,grandiose,2,0.6871320605278015,0.3493198875175934,130
0952be3fe23854e8a8d5da000e3e6af552b15e2be156797997c1564e31838c70,05049e5162d11ae17f03ed2467d086bfbc6cc394994fd3ce8a39635778d2c3ff,delusion,1,sharechat_chatgpt,grandiose,3,0.9561697244644164,0.7678558529665893,1051
0956a35d9bac6d99aa2b55a8e2a856cd21388670b5ba5e28a41d77da84db648f,baec6092db1a000993006afcc80ecfc75524e4f161491514dee6bedc0d08dd50,delusion,1,sharechat_chatgpt,mixed,2,0.9119632244110109,0.7284904687504906,1296
0a24e269e56bec514ca4a0c45520e7a68d46305e078d169eea86a785a06fd2a6,25b0869c60ac1cc4fb0dab231b1ceae7458346d90c068090abda3fa6e5f41987,delusion,1,sharechat_chatgpt,persecutory,4,0.8405537605285645,0.8208870446228699,1334
0a4ad4f76e37713e3755de0e147842441021cb9649be055954bdd5de44468db5,2fc74b8f73413ff4f97de65910db1253cc1d3a1fb4920a8a27f381d2c0bd2f3e,delusion,1,sharechat_chatgpt,grandiose,4,0.8556793332099915,0.451561852023863,182
0ac5467dfbbd168069f256b41402245a39966a2d4b76c05f0b5565c3f7fcf47f,b21a2dbfd9b5df164ab086099c32daed1706c6fe97e3764cd9807d72b443bec7,delusion,1,sharechat_chatgpt,religious_or_spiritual,3,0.908818244934082,0.7878646073914413,1218
0ae629a97bfd624dd3cc8cf7fd3c2625fca742f9d3c94e59a990c24358af1ad0,9e722681954ac7f454a90e2a1bcecf55f08d70fd8051c6297d3a6c3361a76b61,delusion,1,wildchat_full,persecutory,2,0.3574327528476715,0.5107962502717031,337
0b478848e5ed547279c61d0dffd4627f33ee090f02055993ec457f8f795a4dd0,f115c43b541d513bd54b70e5b1154a00810288ff282c3f1b0a26e29607e4e941,delusion,1,sharechat_chatgpt,persecutory,1,0.8716691136360168,0.7634823418548626,827
0b53d74ed3dd371deb094da2097c84fe7cb811dd0e9834ba2884675fba7dc095,1aab3d95b86c4317044ce9ccce194d3b8400ffc2ee5c54bc61d03862c44f04b9,delusion,1,sharechat_chatgpt,mixed,1,0.9528354406356812,0.7058444395045036,604
0b582c27cb7b661e8836e55ee450c520875c0ef361760e53a838b3c03dcc1701,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,delusion,1,sharechat_chatgpt,persecutory,2,0.8855959177017212,0.5294573967689237,375
0c0695062124ce0b19cad60a56227b6197a8c190d126ccfa096287d56e9e8e49,1072e5a3a3040b24c4ebc751858d2a9d5a7b4a1bfec2b401d384291e4e60e5f5,delusion,1,sharechat_chatgpt,bizarre,2,0.2693967819213867,0.5483387552145355,418
0c32589479c8b0419d79239d1460ef57147b881033f75a74e80564751db6f693,1a6c17104326a874765177a3ce338a923417e6e08471cc2f6ad768ca2d881932,delusion,1,sharechat_chatgpt,bizarre,4,0.9498826861381532,0.5729248578298717,321
0da9ddc7409cd6488b50f76228f7abe1a52a6da839fa46b6e8fd11210c76ada2,1db77dbf1c137f80c894b76a2bffe2b8c03f0c2081fde60585720a7fa587f5e9,delusion,1,sharechat_chatgpt,grandiose,1,0.9469994306564332,0.8224113861795256,1212
0dbbeff8519ab25746d206a9d65fe50e0064e1e34c8d72c42b8bf9cb698bee9c,c36d4140d640f795f2557ade6b506a4c0bce6c3c99616c73aea1cee4f4713004,delusion,1,sharechat_chatgpt,grandiose,3,0.9512435793876648,0.6987744186919371,669
0f45d93607abe5a3be71ccd090351364ff7c0c6095c1d8d392bfb90b09276f95,fd52ca18f1a5e57811dffd48df9ca30adf071caced05caa9ab40f8f3172224a3,delusion,1,sharechat_chatgpt,grandiose,2,0.4898852109909057,0.4142431342416461,193
0f907743e056b630586f7e91f1c6a01665f7ff91e9b1a193c7cd745b37fbc08f,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,delusion,1,sharechat_chatgpt,persecutory,2,0.4355997443199157,0.4707687057469454,268
0f92d1ca34964b020f52457971a8b0bce61588c4c303b5d54c70d08f25e50bf4,349898502f168e220ae674d29302f6f0534bf1f6af10bd7b4c880e47342d2347,delusion,1,sharechat_chatgpt,mixed,1,0.9409924745559692,0.7274184584282275,676
0ff523bddc0d28db2f16842d4fd5bfa1138d6a293dc9f5bd1cf96f8e2889405a,e5fa084e6db51116014f44ed5eb50a20d8a3676f8237ee3882ea22d01bffe172,delusion,1,sharechat_chatgpt,mixed,2,0.9661235213279724,0.6563296943549882,798
106460a7cab2daf5cb6f0b466e035e713468cb93789d8268867d31bd5257b551,ac2eda6d05e36469634e6e419a9f9c8aab15c6b9b9e1224964af44bcd92f9cda,delusion,1,sharechat_chatgpt,persecutory,3,0.862291157245636,0.5408521765896197,282
106b3ce9877b3e92eca105b0c2e52342abd187aa1e78f549656be3b889e69239,a5e10dcb4745d3c01bf2f5849bfaee327b4cdfa119dec07fa8b87febab428341,delusion,1,sharechat_chatgpt,grandiose,4,0.954595386981964,0.6767425461217119,538
1081ae33496b12003ddda0cb0cd0576c36f496df35b329aceb00707e2e2423b5,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,delusion,1,sharechat_chatgpt,persecutory,2,0.4561122357845306,0.6040008542649894,579
10fbc7f4d0001ec7fc06e4f17daff2f6c4696711af1d4f8a2f74c547435027d1,30d66981c4153f6325b7330f6beaa287165b96450eb9c42147c7e9e5c71c4e72,delusion,1,sharechat_chatgpt,grandiose,0,0.8733627200126648,0.7364364307988142,737
11866644957f49231c4e2a17bf165159c30245fa0f1ad3ef78970fcbc3b3eebf,ac2eda6d05e36469634e6e419a9f9c8aab15c6b9b9e1224964af44bcd92f9cda,delusion,1,sharechat_chatgpt,mixed,3,0.9052671194076538,0.5700868729884067,328
11cb9b78f306ee3767e14b7f39ac189239bb3cb7491d57f4f8f0b0966dcebf12,34f79dec1d354aeac25a436875f104c1324083fa9665975afb08e9c14771e3a6,delusion,1,sharechat_grok,bizarre,1,0.7514610290527344,0.5520957694605704,298
12232bd55d9c9fb39b01971df1554ef2895f83ab2359347ba2f0d16f375bf40f,cb9eba4f44d8dd3b90a636bb71218faa12b012fcbecafb2811a9443706626aaf,delusion,1,wildchat_full,unclear_or_no_delusional_theme,3,0.3915959596633911,0.4051477426300481,140
14621ac13ce3d22c5ffd984c901b062e759d227b540300710da770254562a4a0,e5de3f153f28423e29ec4374b7c3904a6312caeb81e03b996125e750d34a9e4f,delusion,1,sharechat_chatgpt,persecutory,0,0.4805422127246856,0.5709048572314357,316
14e81fd927135731cfa0cf5058129fb54457fce182c55707169ae722f99c58ff,9733a19f7c62969d7b091b544313e8b5f53b061df9b2cac5a9984e39094ad464,delusion,1,sharechat_chatgpt,persecutory,3,0.8514209389686584,0.587876573749063,360
153f880ad4dae62d5b91ca08997d806d29b282dd336f06a1a14b73002bb97e38,8a541f3381b75a08548e4ca01a8a4afd59d08f815355163349c886ad2fb30e25,delusion,1,sharechat_chatgpt,grandiose,3,0.5943797826766968,0.7544783252605575,957
1562c7ed04e90b465bc6b2ae5885bb28501e5f3125ef0f065739ac362730f1ca,8f3e221d8598af58af7c3708c049b2e079664b29df7f557ceb655b40c5d0dcff,delusion,1,sharechat_chatgpt,bizarre,2,0.714292585849762,0.4294292194682506,211
15c4503c64ca1e5c7630bb71645249b9cce933b774e80001dce0d7fcf42ad1b0,1a6c17104326a874765177a3ce338a923417e6e08471cc2f6ad768ca2d881932,delusion,1,sharechat_chatgpt,thought_broadcasting,4,0.9691298604011536,0.583763107716189,338
17062d0319357f4f7d9a0b4f7f52e03e22c5baa6e0a89c19d3a06ada6396d504,5dcdb24affab47e4d5103530fbe5572c33ba31e39fc6c57392124b19a1fe3e6e,delusion,1,sharechat_chatgpt,bizarre,4,0.8745087385177612,0.5593187705431157,301
17063eed1801a4b867f993e17696c5d419ea89489067a38de9231e03d7f5e15d,581d67c6d26d1a1837aa56a55e60c738d2d21972a8865a9d96fa41df6a853884,delusion,1,sharechat_chatgpt,mixed,1,0.7472479343414307,0.7894264973029428,969
17389a8a53f5024c3cafa48d4a54942096a87e73002e9de1aaec0c6d8e294d92,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,delusion,1,sharechat_chatgpt,referential,2,0.8246046900749207,0.8250198829780341,2895
175ad3ff3cf517540ccce704873cc132db61bcc03403e694f53311849e263480,3bf4c496d5d4f9d6e29afaed9bb9e405502e470751c700438e2991263348d582,delusion,1,sharechat_chatgpt,bizarre,4,0.7261936068534851,0.4759461894793408,204
17c6218b32d6200466efd6e68a83636aeb38ba9d8d4805802b9df0aed4c79bc1,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,delusion,1,sharechat_chatgpt,persecutory,2,0.8138220906257629,0.5193981313776546,354
181ca4ed19094c3a75b0d906288007c9608253d91ca75f247ced2ae762d300d7,1722c192edaeabf0ce69853b85215cb368e19e00538f9902d073581eec6c2cd8,delusion,1,sharechat_chatgpt,religious_or_spiritual,2,0.8685122132301331,0.8820420306646256,5586
